question,passage,idx,label,ds_type
have the yankees and mets played in the world series,"2000 World Series -- The 2000 World Series was the 96th edition of Major League Baseball (MLB)'s championship series, and the conclusion of the 2000 Major League Baseball season. A best-of-seven playoff, it featured a crosstown matchup between the two-time defending World Series champions and American League (AL) champion New York Yankees and the National League (NL) champion New York Mets. The Yankees defeated the Mets four games to one to win their third consecutive championship and 26th overall. It marks, to date, the last World Series with a repeat champion. It was the first postseason Subway Series since 1956. The Yankees were in the World Series for the third consecutive season and fourth in the past five years, and 37th overall. This made it the most of any team in MLB. The Mets qualified to play in the World Series for the fourth time in franchise history, making this the most of any expansion franchise in MLB and its first since winning the 1986 World Series. This is the most recent World Series in which both participating teams had made the postseason the previous year.",906,1,train
is state center iowa the center of the state,"State Center, Iowa -- State Center had its start in the year 1864 by the building of the railroad through that territory. It was named for its location near the geographical center of the state.",907,1,train
is voltage the same in a series circuit,"Series and parallel circuits -- In a series circuit, the current through each of the components is the same, and the voltage across the circuit is the sum of the voltages across each component. In a parallel circuit, the voltage across each of the components is the same, and the total current is the sum of the currents through each component.",908,0,train
is the movie the way back a true story,"The Way Back -- The Way Back is a 2010 American survival film directed by Peter Weir, from a screenplay by Weir and Keith Clarke. The film is inspired by The Long Walk (1956), the memoir by former Polish prisoner of war Sławomir Rawicz, who claimed to have escaped from a Soviet Gulag and walked 4,000 miles to freedom in World War II. The film stars Jim Sturgess, Colin Farrell, Ed Harris, and Saoirse Ronan, with Alexandru Potocean, Sebastian Urzendowsky, Gustaf Skarsgård, Dragoș Bucur and Mark Strong.",909,1,train
will there be a season two of punisher,"The Punisher (season 2) -- The second season of the American web television series The Punisher, which is based on the Marvel Comics character of the same name, revolves around Frank Castle ruthlessly hunting down criminals. It is set in the Marvel Cinematic Universe (MCU), sharing continuity with the films and other television series of the franchise. The season is produced by Marvel Television in association with ABC Studios and Bohemian Risk Productions, with Steven Lightfoot serving as showrunner.",910,1,train
is there a season 8 of blue bloods,"Blue Bloods (season 8) -- The eighth season of Blue Bloods, a police procedural drama series created by Robin Green and Mitchell Burgess, premiered on CBS on September 29, 2017. The season contained 22 episodes and concluded on May 11, 2018.",911,1,train
did jughead and betty date in the comics,"Jughead Jones -- Archie Comics trademarked the term 'Bughead', the name created by fans of the relationship between Betty and Jughead in both comics and the CW Riverdale. Betty and Jughead are canon, romantically, so far only in the 'Riverdale' universe, though Archie Comics has introduced their sleuthing relationship and subsequent ship name (#bughead) into their run of Riverdale comics.",912,0,train
is sea water and salt water the same thing,"Seawater -- Seawater, or salt water, is water from a sea or ocean. On average, seawater in the world's oceans has a salinity of about 3.5% (35 g/L, 599 mM). This means that every kilogram (roughly one litre by volume) of seawater has approximately 35 grams (1.2 oz) of dissolved salts (predominantly sodium (Na ) and chloride (Cl ) ions). Average density at the surface is 1.025 kg/L. Seawater is denser than both fresh water and pure water (density 1.0 kg/L at 4 °C (39 °F)) because the dissolved salts increase the mass by a larger proportion than the volume. The freezing point of seawater decreases as salt concentration increases. At typical salinity, it freezes at about −2 °C (28 °F). The coldest seawater ever recorded (in a liquid state) was in 2010, in a stream under an Antarctic glacier, and measured −2.6 °C (27.3 °F). Seawater pH is typically limited to a range between 7.5 and 8.4. However, there is no universally accepted reference pH-scale for seawater and the difference between measurements based on different reference scales may be up to 0.14 units.",913,1,train
is the us treasury part of the federal reserve,"Federal Reserve System -- The Federal Reserve System is composed of several layers. It is governed by the presidentially appointed Board of Governors or Federal Reserve Board (FRB). Twelve regional Federal Reserve Banks, located in cities throughout the nation, oversee the privately owned U.S. member banks. Nationally chartered commercial banks are required to hold stock in the Federal Reserve Bank of their region, which entitles them to elect some of their board members. The Federal Open Market Committee (FOMC) sets monetary policy; it consists of all seven members of the Board of Governors and the twelve regional bank presidents, though only five bank presidents vote at any given time: the president of the New York Fed and four others who rotate through one-year terms. There are also various advisory councils. Thus, the Federal Reserve System has both public and private components. The structure is considered unique among central banks. It is also unusual in that the United States Department of the Treasury, an entity outside of the central bank, prints the currency used.",914,0,train
was the us involved in the battle of berlin,"Battle of Berlin -- No plans were made by the Western Allies to seize the city by a ground operation. The Supreme Commander (Western) Allied Expeditionary Force, General Eisenhower lost interest in the race to Berlin and saw no further need to suffer casualties by attacking a city that would be in the Soviet sphere of influence after the war, envisioning excessive friendly fire if both armies attempted to occupy the city at once. The major Western Allied contribution to the battle was the bombing of Berlin during 1945. During 1945 the United States Army Air Forces launched very large daytime raids on Berlin and for 36 nights in succession, scores of RAF Mosquitos bombed the German capital, ending on the night of 20/21 April 1945 just before the Soviets entered the city.",915,1,train
is there a leader in a school of fish,"Shoaling and schooling -- It would seem reasonable to think that the regular spacing and size uniformity of fish in schools would result in hydrodynamic efficiencies. However, experiments in the laboratory have failed to find any gains from the hydrodynamic lift created by the neighbours of a fish within a school, though it is still thought that efficiency gains do occur in the wild. Landa (1998) argues that the leader of a school constantly changes, because while being in the body of a school gives a hydrodynamic advantage, being the leader means you are the first to the food.",916,1,train
did jack die in now you see me,"Now You See Me (film) -- Alma's research leads the FBI to the New York City apartment. When they raid it, three of the Horsemen escape while Jack recovers numerous documents and then leads the authorities on a high-speed car chase. Jack loses control of his car, causing it to flip and catch fire. Dylan is unable to save Jack, but manages to recover the papers, pointing to the Horsemen's next planned crime, stealing millions of dollars in cash out of a large safe of the Elkhorn company. Dylan, Alma, and Thaddeus find the safe has already been stolen, and when they track it down, its contents have been replaced with balloon animals. The Horsemen broadcast they will perform their final show that night at 5 Pointz, inviting the public to attend. The FBI and police converge on the scene and amid the chaos search for the Horsemen. The remaining Horsemen appear to the crowd, giving their fans a farewell and a message about an ulterior purpose, and then run to jump off a roof; Dylan attempts to shoot them but Alma holds him back. The three jump, turning into a shower of money over the crowd. The money is counterfeit, but the audience's race to collect it prevents the authorities from tracking the real Horsemen.",917,1,train
is there a toll on the mackinac bridge,"Mackinac Bridge -- The Mackinac Bridge is currently a toll bridge on Interstate 75 (I-75). Prior to the coming of I-75, the bridge carried US Highway 27 (US 27). It is one of only three segments of I-75 that are tolled, the others being the American half of the International Bridge near Sault Ste. Marie, Michigan, and Alligator Alley in Florida. The current toll is $4.00 for automobiles and $5.00 per axle for trucks. The Mackinac Bridge Authority raised the toll in 2007 to fund a $300 million renovation program, which would include completely replacing the bridge deck.",918,1,train
was brown eyed girl originally brown skinned girl,"Brown Eyed Girl -- Originally titled ``Brown-Skinned Girl'', Morrison changed it to ``Brown Eyed Girl'' when he recorded it. Morrison remarked on the original title: ``That was just a mistake. It was a kind of Jamaican song. Calypso. It just slipped my mind. I changed the title.'' ``After we'd recorded it, I looked at the tape box and didn't even notice that I'd changed the title. I looked at the box where I'd lain it down with my guitar and it said 'Brown Eyed Girl' on the tape box. It's just one of those things that happen.''",919,1,train
is the caribbean part of the atlantic ocean,"Caribbean Sea -- The Caribbean Sea (Spanish: Mar Caribe; French: Mer des Caraïbes; Dutch: Caraïbische Zee) is a sea of the Atlantic Ocean in the tropics of the Western Hemisphere. It is bounded by Mexico and Central America to the west and south west, to the north by the Greater Antilles starting with Cuba, to the east by the Lesser Antilles, and to the south by the north coast of South America.",920,1,train
is a field in one table whose values are required to match a primary key in another table,"Relational database -- A foreign key is a field in a relational table that matches the primary key column of another table. The foreign key can be used to cross-reference tables. Foreign keys do not need to have unique values in the referencing relation. Foreign keys effectively use the values of attributes in the referenced relation to restrict the domain of one or more attributes in the referencing relation. A foreign key could be described formally as: ``For all tuples in the referencing relation projected over the referencing attributes, there must exist a tuple in the referenced relation projected over those same attributes such that the values in each of the referencing attributes match the corresponding values in the referenced attributes.''",921,1,train
can we get indian citizenship for us born child,"Indian nationality law -- In response to persistent demands for dual citizenship, particularly from the diaspora in North America and other developed countries, the Overseas Citizenship of India (OCI) scheme was introduced by amending The Citizenship Act, 1955 in August 2005. The scheme was launched during the Pravasi Bharatiya Divas convention in Hyderabad in 2006. Indian authorities have interpreted the law to mean a person cannot have a second country's passport simultaneously with an Indian one -- even in the case of a child who is claimed by another country as a citizen of that country, and who may be required by the laws of the other country to use one of its passports for foreign travel (such as a child born in the United States or in Australia to Indian parents), and the Indian courts have given the executive branch wide discretion over this matter. Therefore, Overseas Citizenship of India is not an actual citizenship of India and thus, does not amount to dual citizenship or dual nationality or anyone no longer to use Indian IDs after OCI. Moreover, the OCI card is not a substitute for an Indian visa and therefore, the passport which displays the lifetime visa must be carried by OCI holders while travelling to India. OCI Cards are now being printed without the lifelong ``U'' Visa Sticker (which is normally pasted on the applicant's passport). The proof of lifelong visa will be just the OCI Card which will have ``Life Time Visa'' printed on it. The OCI Card will be valid with any Valid Passport. However, countries may consider the OCI as dual citizenship: for example, the UK government considers that, for purposes of the British Nationality Act 1981, ``OCI is considered to be citizenship of another State''.",922,0,train
does the dog die in because of winn dixie,"Because of Winn-Dixie (film) -- Opal gets a job at Gertrude's Pets and befriends a worker there, Otis, a shy ex-convict with a passion for music. She also meets a girl named Sweetie Pie Thomas, who is eager to get a dog like Winn-Dixie. Later, a thunderstorm comes and Winn-Dixie, being pathologically afraid of thunderstorms, runs away. While Opal looks for him, her father wants to give up and she blames him for the loss of her mother and Winn-Dixie running away. But her father explains that he tried very hard to look for her mother. He then admits that he believes that she is never coming back. Later they go back to a party and Otis starts to sing a song on his guitar. Winn-Dixie is heard outside howling along to the song. Everyone, while singing, lets him in and welcomes him back.",923,0,train
is the movie yellow brick road based on a true story,"YellowBrickRoad -- YellowBrickRoad is a 2010 American horror film by Jesse Holland and Andy Mitton that stars Cassidy Freeman, Anessa Ramsey and Laura Heisler. It is about an expedition to discover the fate of an entire town that disappeared into the wilderness 70 years earlier. Although critical reception was mixed, it won best film at the New York City Horror Film Festival.",924,0,train
is married at first sight a legal marriage,"Married at First Sight (Australian TV series) -- Married at First Sight is an Australian reality television series based on the Danish program of the same name. The show is premiered 7:00pm every Sunday and 7:30pm every Monday, Tuesday and Wednesday on the Nine Network. The show features four to eleven couples, matched by three experts, who agree to marry when they first meet. However, unlike other versions of the show around the world, the couples do not partake in a legally binding marriage due to legal restrictions, but instead meet as strangers at the altar of a commitment ceremony. The couples spend their wedding night in a hotel, then leave for a honeymoon. Upon returning they live together for a month, whereafter they choose whether they will continue their relationship.",925,0,train
is a banana part of the berry family,"Berry -- The scientific usage of the term ``berry'' differs from common usage. In scientific terminology, a berry is a fruit produced from the ovary of a single flower in which the outer layer of the ovary wall develops into an edible fleshy portion (pericarp). The definition includes many fruits that are not commonly known as berries, such as grapes, tomatoes, cucumbers, eggplants, bananas, and chili peppers. Fruits excluded by the botanical definition include strawberries, raspberries, and blackberries, which are aggregate fruits; and mulberries, which are multiple fruits. A plant bearing berries is said to be bacciferous or baccate.",926,1,train
is todd bethany's dad in coronation street,"Bethany Platt -- Bethany is the daughter of Sarah Platt (Tina O'Brien) and her classmate Neil Fearns (Paul Holowaty), half-sister of Billy and Harry Platt, granddaughter of Gail (Helen Worth) and Martin Platt (Sean Wilson) and great-granddaughter of Audrey Roberts (Sue Nicholls). Bethany's storylines have included her taking ecstasy tablets when her uncle, David Platt (Jack P. Shepherd) hid them in a toy. Bethany departed with Weatherfield with her mother Sarah for a new life in Milan. Her return storyline saw her running away from home in Milan back to Weatherfield, and since then her storylines have included her infatuation with Callum Logan (Sean Ward) as well as being caught up with her family's feud with Callum, being the victim of bullying, developing a crush on her mother's boyfriend Gary Windass (Mikey North), falling for older man Nathan Curtis (Christopher Harper) and being involved in a highly-publicised child grooming and sexual exploitation storyline.",927,0,train
is father's day always on the same day,"Father's Day -- Father's Day is a celebration honoring fathers and celebrating fatherhood, paternal bonds, and the influence of fathers in society. In Catholic Europe, it has been celebrated on March 19 (St. Joseph's Day) since the Middle Ages. This celebration was brought by the Spanish and Portuguese to Latin America, where March 19 is often still used for it, though many countries in Europe and the Americas have adopted the U.S. date, which is the third Sunday of June. It is celebrated on various days in many parts of the world, most commonly in the months of March, April and June. It complements similar celebrations honoring family members, such as Mother's Day, Siblings Day, and Grandparents' Day.",928,1,train
is a cpk the same as a ck,"Creatine kinase -- Creatine kinase (CK), also known as creatine phosphokinase (CPK) or phosphocreatine kinase, is an enzyme (EC 2.7.3.2) expressed by various tissues and cell types. CK catalyses the conversion of creatine and utilizes adenosine triphosphate (ATP) to create phosphocreatine (PCr) and adenosine diphosphate (ADP). This CK enzyme reaction is reversible and thus ATP can be generated from PCr and ADP.",929,1,train
are bb guns required to have an orange tip,"Legal issues in airsoft -- Although airsoft guns in the United States are generally sold with a 0.24in. or longer orange tip on the barrel in order to distinguish them from real firearms, this is not required by federal law. Manufacturers and importers may cite Part 272 of Title 15 of the Code of Federal Regulations on foreign commerce and trade (15 CFR 272), which stipulates that ``no person shall manufacture, enter into commerce, ship, transport, or receive any toy, look-alike, or imitation firearm'' without approved markings; these may include an orange tip, orange barrel plug, brightly colored exterior of the whole toy, or transparent construction. However these restrictions do not apply to ``traditional B-B, paint-ball, or pellet-firing air guns that expel a projectile through the force of compressed air, compressed gas, or mechanical spring action, or any combination thereof.'' This language exempts airsoft guns from these requirements, placing them in the same category as bb-guns, pellet, air, and paintball, none of which are conventionally sold or used with an orange tip, and many of which bear as much resemblance to real firearms as airsoft guns do.",930,0,train
is it illegal to own a gun in new york,"Gun laws in New York -- New York state law does not require a license to own or possess long guns, but does require a permit to legally possess or own a pistol. However, all firearms must comply with the NY SAFE Act, which bans assault weapons from ownership by private citizens, unless they were owned prior to the ban.",931,0,train
do i have to put my name on the return address,"Return address -- The return address is not required on postal mail. However, lack of a return address prevents the postal service from being able to return the item if it proves undeliverable; such as from damage, postage due, or invalid destination. Such mail may otherwise become dead letter mail.",932,0,train
is gram flour and chickpea flour the same,"Gram flour -- Gram flour or chickpea flour or besan (Hindi: बेसन; Burmese: ပဲမှုန့်; Urdu: بيسن‎), is a pulse flour made from a variety of ground chickpea known as Bengal gram. It is a staple ingredient in the cuisine of the Indian subcontinent, including in Indian, Bangladeshi, Burmese, Nepali, Pakistani and Sri Lankan cuisines. Gram flour can be made from either raw or roasted gram beans. The roasted variety is more flavorful, while the raw variety has a slightly bitter taste.",933,1,train
can you drink in a car in germany,"Alcohol laws in Germany -- It is however legal to consume alcohol while driving, provided the driver remains under the legal blood alcohol limits.",934,1,train
is distilled vinegar the same as white vinegar for cooking,"Vinegar -- The term ``distilled vinegar'' as used in the United States (called ``spirit vinegar'' in the UK, ``white vinegar'' in Canada) is something of a misnomer because it is not produced by distillation but by fermentation of distilled alcohol. The fermentate is diluted to produce a colorless solution of 5% to 8% acetic acid in water, with a pH of about 2.6. This is variously known as distilled spirit, ``virgin'' vinegar, or white vinegar, and is used in cooking, baking, meat preservation, and pickling, as well as for medicinal, laboratory, and cleaning purposes. The most common starting material in some regions, because of its low cost, is malt, or in the United States, corn. It is sometimes derived from petroleum. Distilled vinegar in the UK is produced by the distillation of malt to give a clear vinegar which maintains some of the malt flavour. Distilled vinegar is used predominantly for cooking, although in Scotland it is used as an alternative to brown or light malt vinegar. White distilled vinegar can also be used for cleaning, and some is actually sold specifically for this purpose.",935,1,train
are cooking oil and vegetable oil the same,"Cooking oil -- There are a wide variety of cooking oils from plant sources such as olive oil, palm oil, soybean oil, canola oil (rapeseed oil), corn oil, peanut oil and other vegetable oils, as well as animal-based oils like butter and lard.",936,1,train
can you get a disease from eating human flesh,"Kuru (disease) -- The term kuru derives from the Fore word kuria or guria (``to shake''), due to the body tremors that are a classic symptom of the disease and kúru itself means ``trembling''. It is also known as the ``laughing sickness'' due to the pathologic bursts of laughter which are a symptom of the disease. It is now widely accepted that kuru was transmitted among members of the Fore tribe of Papua New Guinea via funerary cannibalism. Deceased family members were traditionally cooked and eaten, which was thought to help free the spirit of the dead. Women and children usually consumed the brain, the organ in which infectious prions were most concentrated, thus allowing for transmission of kuru. The disease was therefore more prevalent among women and children.",937,1,train
planetary orbits around stars in binary systems are always unstable,"Circumbinary planet -- Further work on the system showed that the orbits proposed for the candidate planets were catastrophically unstable on timescales far shorter than the age of the system. Indeed, the authors found that the system was so unstable that it simply cannot exist, with mean lifetimes of less than a thousand years across the whole range of plausible orbital solutions. Like other planetary systems proposed around similar evolved binary star systems, it seems likely that some mechanism other than claimed planets is responsible for the observed behaviour of the binary stars - and that the claimed planets simply do not exist.",938,1,train
has there ever been a female governor of california,"List of female governors in the United States -- As of 2018, a total of 22 states have never had a female governor. Those states are: Arkansas, California, Colorado, Florida, Georgia, Idaho, Illinois, Indiana, Maine, Maryland, Minnesota, Mississippi, Missouri, Nevada, New York, North Dakota, Pennsylvania, South Dakota, Tennessee, Virginia, West Virginia and Wisconsin. Six of these states (Minnesota, Mississippi, New York, Ohio, Tennessee, and Utah) have never even seen a major party nominate a female candidate in a gubernatorial election, even though eight consecutive female lieutenant governors have served in Minnesota, from 1982 to the present day.",939,0,train
is cinderella man based on a true story,"James J. Braddock -- The 2005 biographical film Cinderella Man tells Braddock's story. Directed by Ron Howard, it stars Russell Crowe as Braddock and Renée Zellweger as his wife, Mae. The film had an estimated budget of $88 million and grossed $108.5 million worldwide. Crowe's performance earned him a Golden Globe nomination for Best Actor. Paul Giamatti, playing Braddock's manager Joe Gould, was nominated for the Academy Award for Best Supporting Actor. The role of neighbor Sara Wilson was played by Rosemarie DeWitt, who is Braddock's real-life granddaughter (daughter of Braddock's daughter Rosemarie Braddock and husband Kenny DeWitt). The film received mostly positive reviews.",940,1,train
is an associates degree the same as a bachelor's degree,"Associate degree -- Transfer admissions in the United States allows courses taken and credits earned on an A.A., A.S., or A.A.S. course can sometimes be counted toward a bachelor's degree via articulation agreements or recognition of prior learning, depending on the courses taken, applicable state laws/regulations, and the transfer requirements of the university.",941,0,train
are there fixed costs in the long run,"Fixed cost -- Fixed costs are not permanently fixed; they will change over time, but are fixed in relation to the quantity of production for the relevant period. For example, a company may have unexpected and unpredictable expenses unrelated to production, such as warehouse costs and the like that are fixed only over the time period of the lease. By definition, there are no fixed costs in the long run, because the long run is a sufficient period of time for all short-run fixed inputs to become variable. Investments in facilities, equipment, and the basic organization that can't be significantly reduced in a short period of time are referred to as committed fixed costs. Discretionary fixed costs usually arise from annual decisions by management to spend on certain fixed cost items. Examples of discretionary costs are advertising, machine maintenance, and research & development expenditures. Discretionary fixed costs can be expensive.",942,0,train
is resident evil 7 vr the full game,"Resident Evil 7: Biohazard -- Resident Evil 7 is the first full-length game to use Capcom's in-house RE Engine. The development was led by Koshi Nakanishi, director of the 2012 Nintendo 3DS game Resident Evil: Revelations. It was presented as a virtual reality demo, Kitchen, a year prior to its announcement at E3 2016, and supports the PlayStation VR headset. Resident Evil 7 was considered a return to form for the series; critics praised the gameplay, graphics, and design, but criticized the boss battles and the final chapter. The PlayStation VR version received positive reviews, with some criticism including decreased resolution and physical discomfort. By March 2018, the game had sold over five million copies worldwide. Its initial release was followed by two downloadable scenarios, Not a Hero and End of Zoe.",943,1,train
according to zoroastrianism one of the gods who presides over your judgement is sroasha,"Sraosha -- In Zoroastrian tradition, Sraosha is one of the three guardians of the Chinvat bridge, the ``bridge of judgement'' that all souls of the dead must cross. Although Sraosha is only one of the three divinities that pass judgement (the other two being Rashnu and Mithra), Sraosha alone accompanies the soul on their journey across the bridge.",944,1,train
dense irregular connective tissue is found in the dermis of the skin,"Dense irregular connective tissue -- This type connective tissue is found mostly in reticular layer (or deep layer) of the dermis This type of tissue is also in the Sclera and in the deeper skin layers. Due to high portions of collagenous fibers, dense irregular connective tissue provides strength, making the skin resistant to tearing as consequence of stretching forces from different directions.",945,1,train
is fantastic four part of marvel cinematic universe,"Marvel Cinematic Universe -- In December 2017, The Walt Disney Company agreed to acquire assets from 21st Century Fox, including 20th Century Fox, for $52.4 billion. The following June, after a counter offer from Comcast worth $65 billion, Disney increased its offer to $71.3 billion. The acquisition would see the return of the film rights to Deadpool, and the X-Men and Fantastic Four characters to Marvel Studios, which would ``create richer, more complex worlds of inter-related characters and stories.'' In July 2018, Feige noted discussions had begun with Disney regarding any potential involvement Marvel Studios could have with Disney's streaming service, since Feige felt the service was ``an important thing for the company''.",946,0,train
is it legal to drop a baby off at a fire station,"Safe-haven law -- Safe-haven laws (also known in some states as ``Baby Moses laws'', in reference to the religious scripture) are statutes in the United States that decriminalize the leaving of unharmed infants with statutorily designated private persons so that the child becomes a ward of the state. ``Safe-haven'' laws typically let parents remain nameless to the court, often using a numbered bracelet system as the only means of linking the baby to the parent. Some states treat safe-haven surrenders as child dependency or abandonment, with a complaint being filed for such in juvenile court. The parent either defaults or answers the complaint. Others treat safe-haven surrenders as adoption surrenders, hence a waiver of parental rights (see parental responsibility). Police stations, hospitals, 24 hour convenience stores, Wal Marts, rescue squads, and fire stations are all typical locations to which the safe-haven law applies.",947,1,train
is there a volcano in the mojave desert,"Pisgah Crater -- Pisgah Crater, or Pisgah Volcano, is a young volcanic cinder cone rising above a lava plain in the Mojave Desert, between Barstow and Needles, California in San Bernardino County, California. The volcanic peak is around 2.5 miles (4.0 km) south of historic U.S. Route 66-National Old Trails Highway and of Interstate 40, and west of the town of Ludlow. The volcano had a historic elevation of 2,638 feet (804 m), but has been reduced to 2,545 feet (776 m) due to mining.",948,1,train
is jarvis christian college a 4 year school,"Jarvis Christian College -- Jarvis Christian College (JCC) is an independent four year, historically black college located in unincorporated Wood County, Texas, and affiliated with the Disciples of Christ. Founded in 1912, the institution is currently headed by President Dr. Lester C. Newman.",949,1,train
can the order of a reaction be negative,"Rate equation -- where (A) and (B) express the concentration of the species A and B (usually in moles per liter (molarity, M)). The exponents x and y are the partial orders of reaction for A and B and the overall reaction order is the sum of the exponents. These are often positive integers, but they may also be zero, fractional, or negative. The constant k is the reaction rate constant or rate coefficient of the reaction and has units of 1/time. Its value may depend on conditions such as temperature, ionic strength, surface area of an adsorbent, or light irradiation.",950,1,train
has anyone ever won 4 nba championships in a row,"List of NBA franchise post-season streaks -- The San Antonio Spurs hold the longest active consecutive playoff appearances with 21 appearances, starting in the 1998 NBA Playoffs (also the longest active playoff streak in any major North American sports league as of 2017). The Spurs have won five NBA championships during the streak. The Philadelphia 76ers (formerly known as Syracuse Nationals) hold the all-time record for consecutive playoff appearances with 22 straight appearances between 1950 and 1971. The 76ers won two NBA championships during their streak. The Boston Celtics hold the longest consecutive NBA Finals appearance streak with ten appearances between 1957 and 1966. During the streak, the Celtics won eight consecutive NBA championships--also an NBA record.",951,1,train
did trinidad and tobago qualify for the world cup 2018,"Trinidad and Tobago national football team -- Trinidad and Tobago entered qualification for the 2018 FIFA World Cup in the Fourth Round and was drawn into Group C with Guatemala, Saint Vincent and the Grenadines, and the United States. The team would finish second in Group C with a total of 11 points to qualify for the Hexagonal. However, they would finish in sixth place in the final round with only 6 points, even though they eliminated the United States from World Cup contention with a 2--1 victory in the final match.",952,1,train
is there caffeine in root beer barq's,"Barq's -- Barq's /ˈbɑːrks/ is an American soft drink. Its brand of root beer is notable for having caffeine. Barq's, created by Edward Barq and bottled since the turn of the 20th century, is owned by the Barq family but bottled by the Coca-Cola Company. It was known as Barq's Famous Olde Tyme Root Beer until 2012.",953,1,train
is st croix in the us virgin islands,"Saint Croix -- Saint Croix (/ˈkrɔɪ/) is an island in the Caribbean Sea, and a county and constituent district of the United States Virgin Islands (USVI), an unincorporated territory of the United States.",954,1,train
does ross and demelza stay together in the books,"Poldark -- Ross Poldark is the protagonist of the series. In his autobiography, Graham states that Ross's character was, in part, based upon a fighter pilot he met on a train during World War II. In the first novel in the series, Ross Poldark, he learns upon his return home from the American War of Independence that his fiancée, Elizabeth, has given him up for dead and promised to marry his cousin, Francis. Life becomes bleak for Ross. A brooding and introspective character, he assumes his late father's estate, which includes a failing copper mine. Having lost Elizabeth to Francis, he marries Demelza, the girl he originally hired as his scullery maid, and they soon have a baby called Julia. Over the next 20 years, five more children follow: Jeremy; Clowance; Isabella-Rose, Henry and Bella.",955,1,train
is see by chloe the same as chloe,"Chloé -- See is a younger line of the Chloé luxury brand. This line manufactures ready-to-wear, handbags, and accessories since 2001. This line of apparel is intended to target the younger generation and is more affordable for those who are starting to become more sophisticated in their styles.",956,1,train
is infinity war going to be 2 parts,"Avengers: Infinity War -- In October 2014, Marvel announced a two-part sequel to Avengers: Age of Ultron, titled Avengers: Infinity War. Part 1 was scheduled to be released on May 4, 2018, with Part 2 scheduled for May 3, 2019. In April 2015, Marvel announced that Anthony and Joe Russo would direct both parts of Avengers: Infinity War, with back-to-back filming expected to begin in 2016. The same month, Kevin Feige said the films would be two, distinct films ``because they (have) such shared elements, it felt appropriate... to (subtitle the films) like that. But I wouldn't call it one story that's cut in half. I would say it's going to be two distinct movies.'' By May 2015, Christopher Markus & Stephen McFeely signed on to write the screenplays for both parts of the film, which draws inspiration from Jim Starlin's 1991 ``The Infinity Gauntlet'' comic and Jonathan Hickman's 2013 ``Infinity'' comic. Anthony Russo added the film was inspired by 1990s heist films, with Thanos on ``on a smash-and-grab (to acquire the Infinity Stones), and everybody's trying to catch up the whole movie.'' In May 2016, the Russos revealed that they would be retitling the two films, to further remove the misconception that the films were one large film split in two, with Joe stating, ``The intention is we will change (the titles), we just haven't come up with (them) yet.'' That July, Marvel revealed the film's title would be shortened to simply Avengers: Infinity War.",957,1,train
did dorothy from wizard of oz have a last name,"Dorothy Gale -- Dorothy Gale is a fictional character created by American author L. Frank Baum as the main protagonist in many of his Oz novels. She first appears in Baum's classic children's novel The Wonderful Wizard of Oz (1900) and reappears in most of its sequels. In addition, she is the main character in various adaptations, notably the classic 1939 film adaptation of the novel, The Wizard of Oz.",958,1,train
is the boy scouts a non profit organization,"Boy Scouts of America -- The National Council is incorporated as a 501(c)(3) non-profit organization and is funded from private donations, membership dues, corporate sponsors, and special events with total revenues of $237 million.",959,1,train
is percy jackson the only son of poseidon,"Percy Jackson -- Percy has a brother named Tyson, who is a cyclops. Though Percy is related to virtually every character and creature in Greek mythology through his father Poseidon, Tyson is one of the only beings whom he acknowledges as family. Percy first met Tyson at a school called Meriwether Prep, and did not learn of their relationship until much later. Percy is also distantly related to horses, pegasi, some other monsters, and numerous gods and demigods through his father. Significant examples of this would be that he is technically a grandson of Kronos, nephew to Hades, Zeus, and numerous other Olympians as well as the half-nephew of Chiron.",960,0,train
can a visitor have a baby in the us,"Birth tourism -- There are no statistics about which countries have citizens who participate in birth tourism in the United States. The Center for Health Care Statistics estimates that there were 7,462 births to foreign residents in the United States in 2008, the most recent year for which statistics are available. That is a small fraction of the roughly 4.3 million total births that year. The Center for Immigration Studies, a conservative think tank, estimated in 2012 that there were approximately 40,000 annual births to parents in the United States as birth tourists. The Center also estimated in 2012 that total births to temporary immigrants in the United States (e.g., tourists, students, guest workers) could be as high as 200,000.",961,1,train
is world cup extra time a golden goal,"Golden goal -- In February 2004, the IFAB announced that after Euro 2004 in Portugal, both the golden goal and silver goal methods would be removed from the Laws of the Game. Since the 2006 FIFA World Cup in Germany the golden goal has never been used in the event of a tied match during the knockout stage, and FIFA restored the original rules: in the event of a tied game after the original 90 minutes, two straight 15-minute periods of extra time are played. If a tie still remains after that, the winner is decided by a penalty shoot-out.",962,0,train
