id,source,tokens,labels,nested-labels,ds_type
755,http://de.wikipedia.org/wiki/Meteor_(Film) [2009-12-23] ,"['Da', 'die', 'Satelliten', 'noch', 'nie', 'zum', 'Einsatz', 'gekommen', 'sind', ',', 'weiß', 'man', 'nicht', ',', 'ob', 'Probleme', 'auftreten', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
756,http://de.wikipedia.org/wiki/Diedrich_von_Bartels [2009-05-08] ,"['Als', 'Ratsherr', 'war', 'er', 'von', '1743', 'bis', '1749', 'Marstallherr', ',', '1750', 'Gerichtsherr', 'und', '1754', 'Kämmereiherr', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
757,http://de.wikipedia.org/wiki/Entnazifizierung [2009-12-13] ,"['Zunächst', 'gab', 'es', 'die', 'mehr', 'oder', 'weniger', 'spontanen', ',', 'unkontrollierten', 'Aktionen', '(', 'épuration', '„', 'sauvage', '“', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
758,http://de.wikipedia.org/wiki/Sierra_Nevada_(Spanien) [2010-01-04] ,"['Typisch', 'sind', 'immergrüne', 'Laubbäume', ',', 'hier', 'vorherrschend', 'die', 'Steineiche', '(', 'Quercus', 'ilex', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
759,http://de.wikipedia.org/wiki/Sturmhöhe [2010-01-16] ,"['TV', ')', '*', '2009', '-', 'Wuthering', 'Heights', '(', 'ITV', ')', 'mit', 'Tom', 'Hardy', '**', 'Anmerkung', ':', 'Die', 'meisten', 'der', 'Verfilmungen', 'beschränken', 'sich', 'auf', 'die', 'erste', 'Hälfte', 'des', 'Romans', 'bis', 'zu', 'Cathy', 'Earnshaws', 'Tod', '.']","['O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
760,http://de.wikipedia.org/wiki/Chavannes-des-Bois [2009-07-26] ,"['Mit', 'der', 'Eroberung', 'der', 'Waadt', 'durch', 'Bern', 'im', 'Jahr', '1536', 'kam', 'Chavannes-des-Bois', 'unter', 'die', 'Verwaltung', 'der', 'Landvogtei', 'Nyon', 'und', '1711', 'an', 'die', 'Vogtei', 'Bonmont', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
761,wz-newsline.de vom 14.02.2006 [2006-02-14] ,"['Und', 'wer', 'es', 'eilig', 'hat', ',', 'für', 'den', 'gibt`s', 'im', 'Wochenrhythmus', 'die', 'immer', 'beliebter', 'werdenden', '""', 'Speed', 'Blind', 'Dates', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
762,http://de.wikipedia.org/wiki/Der_Hagestolz [2009-09-08] ,"['Doch', 'zuvor', 'bittet', 'sein', 'Oheim', ',', 'der', 'Bruder', 'seines', 'lange', 'verstorbenen', 'Vaters', ',', 'ihn', 'zu', 'sich', 'auf', 'eine', 'abgelegene', 'Insel', 'in', 'den', 'Bergen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
763,http://de.wikipedia.org/wiki/Schirmacher-Oase [2009-12-10] ,"['M.', 'die', 'erste', 'deutsche', 'Forschungsbasis', 'in', 'der', 'Antarktis', ',', 'die', 'Georg-Forster-Station', 'eröffnet', '.']","['O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
764,http://de.wikipedia.org/wiki/Wale [2010-01-14] ,"['Bei', 'den', 'Zahnwalen', 'existiert', 'eine', 'bindegewebige', 'Melone', 'als', 'Kopfwölbung', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
765,http://www.handelsblatt.com/politik/international/fuer-euro-anleihe-ist-es-noch-zu-frueh;2199046 [2009-03-11] ,"['Damit', 'gehen', 'Sie', 'einen', 'anderen', 'Weg', 'als', 'andere', 'EU-Partner', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGpart', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
766,http://www.rundschau-online.de/html/artikel/1283520622508.shtml [2010-09-17] ,"['Rehaforscher', 'haben', 'das', 'Kraft-', ',', 'Ausdauer-', 'und', 'Koordinationstraining', ',', 'kurz', 'Kako', ',', 'an', 'zwei', 'Kliniken', 'erprobt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
767,http://www.falter.at/web/print/detail9d6c.html [2010-12-30] ,"['Dann', 'wird', 'alles', 'eingeladen', ',', 'was', 'in', 'Griffweite', 'steht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
768,http://de.wikipedia.org/wiki/Ionenwind [2009-09-15] ,"['Unter', 'Einhaltung', 'der', 'Mittleren', 'Arbeitsplatzkonzentration', '(', 'MAK', '-Wert', ')', 'nutzt', 'man', 'Ozon', 'zur', 'Luftreinigung', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
769,berlinonline.de vom 20.12.2005 [2005-12-20] ,"['Bereits', 'für', 'die', '""', 'Start', '""', '-Prototypen', 'stellten', 'die', 'Deutschen', 'ihren', '""', 'Santana', '""', 'als', 'Entwicklungsplattform', 'zur', 'Verfügung', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'B-OTH', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
770,http://de.wikipedia.org/wiki/Josef_Hlávka [2009-11-22] ,"['Josef', 'Hlávka', 'war', 'eine', 'Zentralgestalt', 'des', 'kulturellen', 'Lebens', 'der', 'Tschechen', 'im', 'ausgehenden', '19.', 'Jahrhundert', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
771,http://www.vdi-nachrichten.com/vdi_nachrichten/aktuelle_ausgabe/akt_ausg_detail.asp?cat=2&id=42328&source=rss [2009-03-06] ,"['Auch', 'in', 'der', 'S-Klasse', 'soll', 'diese', 'Funktion', 'noch', '2009', 'Einzug', 'halten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
772,http://de.wikipedia.org/wiki/Sturmpanzer_IV [2010-01-03] ,"['Die', 'gebräuchlichsten', 'Bezeichnungen', 'sind', 'Sturmpanzer', 'IV', 'bzw.', 'Sturmpanzer', '43.', 'Produktion', 'Škoda', 'stellte', 'im', 'März', '1943', 'sechs', 'Fahrzeuge', ',', '40', 'im', 'April', 'und', '14', 'im', 'Mai', 'her', '.']","['O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'O', 'B-OTH', 'I-OTH', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
773,http://de.eurosport.yahoo.com/26072008/9/favre-heute-training-erscheinen.html [2008-07-26] ,"['Bevor', 'der', '38-Jährige', 'wieder', 'mittrainiert', 'müsste', 'er', 'allerdings', 'einen', 'Brief', 'an', 'die', 'NFL', 'schicken', ',', 'in', 'dem', 'er', 'um', 'erneute', 'Spielgenehmigung', 'bittet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
774,http://de.wikipedia.org/wiki/Königsberg_in_Bayern [2010-01-16] ,"['Daran', 'wirkte', 'der', 'aus', 'der', 'Stadt', 'stammende', 'Balthasar', 'Düring', 'mit', ',', 'der', 'Martin', 'Luther', 'vermutlich', 'im', 'Augustinerkloster', 'von', 'Königsberg', 'kennen', 'lernte', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
775,http://de.wikipedia.org/wiki/Erste_Flandernschlacht [2009-11-19] ,"['Dieser', 'Angriff', 'begann', 'erst', 'um', '15:00', 'Uhr', 'bei', 'strömendem', 'Regen', 'und', 'wurde', 'bereits', 'vor', 'dem', 'Erreichen', 'des', 'vorgegebenen', 'Ziels', 'abgeschlagen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
776,http://www.boerse-online.de/aktie/nachrichten/deutschland/:Ringen-um-Sanierung--Conergy-gibt-Windkraftprojekte-auf/619547.html#nv=rss [2010-12-09] ,"['Conergy', 'kämpft', 'seit', 'Wochen', 'erneut', 'um', 'seine', 'Finanzierung', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
777,http://www.ivz-online.de/lokalsport/kreis_coesfeld/luedinghausen/1473848_Preussen_Schalke_oder_Dortmund21e6.html [2011-01-08] ,"['Anfang', 'Oktober', 'spielte', 'Niklas', 'beim', 'nationalen', 'Vergleich', 'der', 'Westfalenauswahl', 'mit', 'dem', 'Landesverband', 'Hamburg', 'mit', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOCpart', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
778,http://www.zeit.de/online/2009/33/osze-bundestagswahl-wahlbeobachter [2009-08-09] ,"['Der', 'Parteienrechtsexperte', 'Martin', 'Morlok', 'sagte', 'dem', 'Magazin', 'Der', 'Spiegel', ',', 'den', 'Grauen', 'und', 'der', 'Gruppierung', 'Die', 'Partei', 'sei', 'die', 'Parteieigenschaft', 'auf', 'Grundlage', 'falscher', 'Annahmen', 'aberkannt', 'worden', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
779,archiv.tagesspiegel.de vom 16.02.2005 [2005-02-16] ,"['Um', 'ein', 'attraktiver', 'Standort', 'zu', 'bleiben', ',', 'müssten', 'die', 'Steuern', 'in', 'Deutschland', 'sinken', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
780,"http://www.tagblatt.de/Home/nachrichten/nachrichten-newsticker_artikel,-1500-protestierten-gegen-Stuttgart21-_arid,107955.html [2010-08-01] ","['Anschließend', 'zogen', 'die', 'Demonstranten', 'durch', 'den', 'Schlossgarten', 'zurück', 'zum', 'Hauptbahnhof', ',', 'wo', 'sie', 'gegen', '21', 'Uhr', 'eintrafen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
781,sr-online.de vom 24.03.2006 [2006-03-24] ,"['Im', 'Saarland', 'sind', '4,3', 'Prozent', 'der', 'Bevölkerung', 'auf', 'Sozialhilfe', 'angewiesen', ',', 'das', 'sind', 'etwas', 'mehr', 'als', 'im', 'Bundesschnitt', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
782,fr-aktuell.de vom 10.03.2005 [2005-03-10] ,"['Statt', '7,3', 'Millionen', 'halten', 'sich', 'demnach', 'tatsächlich', 'nur', 'rund', '6,6', 'Millionen', 'registrierte', 'Ausländer', 'in', 'Deutschland', 'auf', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
783,http://de.wikipedia.org/wiki/Ekkehard_Schwartz [2009-12-12] ,"['Daneben', 'erarbeitete', 'er', 'forst-', 'und', 'jagdgeschichtliche', 'Zeitschriftenbeiträge', ',', 'betreute', 'Dissertationen', 'und', 'Habilitationen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
784,http://de.wikipedia.org/wiki/Hanne_Köhler [2007-11-29] ,"['In', 'den', 'Jahren', '2001', 'bis', '2006', 'war', 'sie', 'an', 'der', 'Evangelischen', 'Akademie', 'Arnoldshain', 'für', 'das', 'Projekt', 'Bibel', 'in', 'gerechter', 'Sprache', 'zuständig', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-OTH', 'O', 'O', 'O', 'O', 'O']",train
785,archiv.tagesspiegel.de vom 24.05.2005 [2005-05-24] ,"['Das', 'Hauptaugenmerk', 'der', 'Polizisten', 'und', 'der', 'Gewerbeaufsicht', 'liegt', 'allerdings', 'auf', 'angemeldeten', 'Lokalen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
786,http://de.wikipedia.org/wiki/Nissan_Primera [2009-10-10] ,"['Gebaut', 'wurde', 'der', 'Primera', 'im', 'englischen', 'Nissan-Werk', 'in', 'Sunderland', ';', 'der', 'P10/P11-Kombi', 'wurde', 'in', 'Japan', 'produziert', '(', 'wohin', 'die', 'Limousinenmodelle', 'aus', 'England', 'exportiert', 'wurden', ')', '.']","['O', 'O', 'O', 'B-OTH', 'O', 'B-LOCderiv', 'B-ORGpart', 'O', 'B-LOC', 'O', 'O', 'B-OTHpart', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
787,http://de.wikipedia.org/wiki/Blutspecht [2009-06-17] ,"['Zwischen', 'den', 'Nahrungsrevieren', 'kann', 'die', 'Art', 'während', 'des', 'täglichen', 'Nahrungserwerbs', 'beträchtliche', 'Flugdistanzen', 'zurücklegen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
788,http://de.wikipedia.org/wiki/Brosamen_von_des_Herrn_Tisch [2009-11-01] ,"['Archivierung', 'Die', 'alten', 'Ausgaben', 'der', '„', 'Brosamen', '“', 'Franz', 'Eugen', 'Schlachters', 'wurden', 'durch', 'die', 'Evangelische', 'Gesellschaft', 'an', 'das', 'Staatsarchiv', 'in', 'Bern', 'übergeben', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
789,"http://www.spiegel.de/sport/fussball/0,1518,482267,00.html [2007-05-15] ","['Ich', 'habe', 'im', 'Training', 'viel', 'einstecken', 'müssen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
790,"http://www.giessener-allgemeine.de/Home/Nachrichten/Politik/Kritik-an-Obamas-Ja-zu-Militaertribunalen-_arid,107162_regid,1_puid,1_pageid,10.html [2009-05-16] ","['Allerdings', 'blieb', 'der', 'Aufschrei', 'der', 'Empörung', 'im', 'Lager', 'der', 'Demokraten', 'aus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
791,http://www.focus.de/panorama/welt/mutmasslicher-moerder-polizei-bestaetigt-festnahme-im-fall-michelle_aid_378555.html [2009-03-09] ,"['Der', 'Sprecher', 'verwies', 'auf', 'eine', 'Pressekonferenz', ',', 'die', 'für', 'den', 'Nachmittag', 'geplant', 'war', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
792,http://de.wikipedia.org/wiki/Hlinka-Garde [2009-11-03] ,"['Nach', 'dem', 'Slowakischen', 'Nationalaufstand', 'im', 'August', '1944', 'übernahm', 'die', 'SS', 'die', 'Hlinka-Garde', 'vollständig', '.']","['O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
793,http://de.wikipedia.org/wiki/Kabbala [2010-01-14] ,"['Insofern', 'spricht', 'man', 'von', 'Merkaba-Mystik', '.']","['O', 'O', 'O', 'O', 'B-OTHpart', 'O']","['O', 'O', 'O', 'O', 'O', 'O']",train
794,http://de.wikipedia.org/wiki/Schwindung [2009-11-28] ,"['Schwindung', 'tritt', 'durch', 'Trocknung', ',', 'Abkühlung', 'oder', 'chemisch/physikalische', 'Umbaumechanismen', 'im', 'Material', 'statt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
795,http://www.computerbase.de/news/hardware/grafikkarten/ati/2007/oktober/technische_daten_radeon_hd_3800/ [2007-10-22] ,"['Erinnert', 'mich', 'an', 'den', 'Artikel', 'wo', 'beim', 'K8', 'der', '""', 'kleine', '""', 'L2-Cache', 'im', 'Vergleich', 'zum', 'Core2', 'bemängelt', 'wurde', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
796,http://de.wikipedia.org/wiki/Flagge_der_Färöer [2009-11-08] ,"['Zum', 'Fahnenmast', 'hin', 'sind', 'sie', 'gleichseitig', ',', 'und', 'zur', 'anderen', 'Seite', 'hin', 'doppelt', 'so', 'lang', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
797,http://de.wikipedia.org/wiki/Severus_(Prag) [2009-11-29] ,"['Břetislav', 'hielt', 'jedoch', 'nicht', 'sein', 'Wort', ',', 'und', 'Severus', 'wurde', 'gefangen', 'genommen', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
798,http://de.rian.ru/postsowjetischen/20081006/117478855.html [2008-10-06] ,"['""', 'Die', 'neue', 'Verschärfung', 'der', 'Lage', 'in', 'Transkaukasien', 'erregt', 'tiefe', 'Besorgnis', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
799,n-tv.de vom 22.01.2006 [2006-01-22] ,"['Man', 'hätte', 'die', 'Kopien', 'von', 'Rede', 'und', 'Gegenrede', 'aus', '2004', 'nehmen', 'können', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
800,http://de.wikipedia.org/wiki/Horst_Wruck [2009-09-19] ,"['An', 'die', 'Erfolge', 'des', 'Berliner', 'Fußballclubs', 'konnte', 'der', 'Frankfurter', 'FC', 'Vorwärts', 'jedoch', 'nicht', 'mehr', 'anknüpfen', '.']","['O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
801,http://www.faz.net/s/RubFAE83B7DDEFD4F2882ED5B3C15AC43E2/Doc~E489D072017DE484ABC6E0D9802EAC95F~ATpl~Ecommon~Scontent.html?rss_aktuell [2009-06-09] ,"['Wir', 'sind', 'nicht', 'füreinander', 'geboren', '“', ',', 'sagte', 'er', 'beim', 'offiziellen', 'Abschied', 'Tröskens', 'vor', 'drei', 'Jahren', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
802,archiv.tagesspiegel.de vom 27.05.2005 [2005-05-27] ,"['Sie', 'fordern', 'die', 'internationale', 'Gemeinschaft', 'zu', 'besserer', 'Zusammenarbeit', 'auf', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
803,berlinonline.de vom 12.01.2005 [2005-01-12] ,"['Sie', 'sind', 'die', 'eigentlichen', 'Herrscher', 'über', 'die', 'Zwei-Drittel-Mehrheit', ',', 'die', 'eine', 'Grundgesetzreform', 'benötigt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
